tab	measurements
citations	description	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	magn_moment	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
na	ARM0	8.81	25.78	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001423	3.792295e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT62	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	63	pmagpy-4.2.96	A-1-2	u	0.135	0.0			62	273.0
na	ARM0	7.77	28.16	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.00014	3.731e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT63	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	64	pmagpy-4.2.96	A-1-2	u	0.14	0.0			63	273.0
na	ARM0	8.55	29.33	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001362	3.62973e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT64	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	65	pmagpy-4.2.96	A-1-2	u	0.145	0.0			64	273.0
na	ARM0	8.82	30.91	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001381	3.680365e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT65	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	66	pmagpy-4.2.96	A-1-2	u	0.15	0.0			65	273.0
na	ARM0	9.89	31.38	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001403	3.738995e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT66	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	67	pmagpy-4.2.96	A-1-2	u	0.155	0.0			66	273.0
na	ARM0	9.53	31.56	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001352	3.60308e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT67	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	68	pmagpy-4.2.96	A-1-2	u	0.16	0.0			67	273.0
na	TRM10	23.84	27.21	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002229	5.940285e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT68	LT-T-I:LP-TRM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	69	pmagpy-4.2.96	A-1-2	u	0.0	3e-05	23.84	27.21	68	273.0
na	TRM1	23.41	27.34	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002206	5.87899e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT69	LT-LT-Z:LP-TRM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	70	pmagpy-4.2.96	A-1-2	u	0.0	0.0			69	77.0
na	TRM1	23.45	27.2	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002131	5.679115e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT70	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	71	pmagpy-4.2.96	A-1-2	u	0.005	0.0			70	273.0
na	TRM1	23.35	27.24	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001932	5.14878e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT71	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	72	pmagpy-4.2.96	A-1-2	u	0.01	0.0			71	273.0
na	TRM1	22.93	27.07	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001606	4.27999e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT72	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	73	pmagpy-4.2.96	A-1-2	u	0.015	0.0			72	273.0
na	TRM1	22.52	26.97	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.00131	3.49115e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT73	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	74	pmagpy-4.2.96	A-1-2	u	0.02	0.0			73	273.0
na	TRM1	22.98	26.94	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001069	2.848885e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT74	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	75	pmagpy-4.2.96	A-1-2	u	0.025	0.0			74	273.0
na	TRM1	23.14	27.36	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000878	2.33987e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT75	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	76	pmagpy-4.2.96	A-1-2	u	0.03	0.0			75	273.0
na	TRM1	22.78	27.05	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0007655	2.0400575e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT76	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	77	pmagpy-4.2.96	A-1-2	u	0.035	0.0			76	273.0
na	TRM1	22.83	27.23	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0006754	1.799941e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT77	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	78	pmagpy-4.2.96	A-1-2	u	0.04	0.0			77	273.0
na	TRM1	22.8	26.84	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0006116	1.629914e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT78	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	79	pmagpy-4.2.96	A-1-2	u	0.045	0.0			78	273.0
na	TRM1	24.56	27.23	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005632	1.500928e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT79	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	80	pmagpy-4.2.96	A-1-2	u	0.05	0.0			79	273.0
na	TRM1	24.46	27.04	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005216	1.390064e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT80	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	81	pmagpy-4.2.96	A-1-2	u	0.055	0.0			80	273.0
na	TRM1	24.51	27.39	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004841	1.2901265e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT81	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	82	pmagpy-4.2.96	A-1-2	u	0.06	0.0			81	273.0
na	TRM1	23.91	27.1	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004578	1.220037e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT82	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	83	pmagpy-4.2.96	A-1-2	u	0.065	0.0			82	273.0
na	TRM1	23.91	26.62	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004128	1.100112e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT83	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	84	pmagpy-4.2.96	A-1-2	u	0.07	0.0			83	273.0
na	TRM1	23.71	27.63	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004015	1.0699975e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT84	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	85	pmagpy-4.2.96	A-1-2	u	0.075	0.0			84	273.0
na	TRM1	24.99	27.44	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003623	9.655295e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT85	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	86	pmagpy-4.2.96	A-1-2	u	0.08	0.0			85	273.0
na	TRM1	23.41	27.52	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003508	9.34882e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT86	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	87	pmagpy-4.2.96	A-1-2	u	0.085	0.0			86	273.0
na	TRM1	23.92	27.4	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003261	8.690565e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT87	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	88	pmagpy-4.2.96	A-1-2	u	0.09	0.0			87	273.0
na	TRM1	21.52	27.41	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003115	8.301475e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT88	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	89	pmagpy-4.2.96	A-1-2	u	0.095	0.0			88	273.0
na	TRM1	23.31	26.31	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002946	7.85109e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT89	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	90	pmagpy-4.2.96	A-1-2	u	0.1	0.0			89	273.0
na	TRM1	5.63	26.51	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002752	7.334080000000001e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT90	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	91	pmagpy-4.2.96	A-1-2	u	0.105	0.0			90	273.0
na	TRM1	22.52	26.32	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002612	6.96098e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT91	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	92	pmagpy-4.2.96	A-1-2	u	0.11	0.0			91	273.0
na	TRM1	25.43	27.2	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000249	6.635849999999999e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT92	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	93	pmagpy-4.2.96	A-1-2	u	0.115	0.0			92	273.0
na	TRM1	25.71	26.04	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002277	6.068205e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT93	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	94	pmagpy-4.2.96	A-1-2	u	0.12	0.0			93	273.0
na	TRM1	24.41	26.27	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002185	5.823025e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT94	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	95	pmagpy-4.2.96	A-1-2	u	0.125	0.0			94	273.0
na	TRM1	28.69	28.1	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002072	5.52188e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT95	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	96	pmagpy-4.2.96	A-1-2	u	0.13	0.0			95	273.0
na	TRM1	22.13	26.92	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001944	5.18076e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT96	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	97	pmagpy-4.2.96	A-1-2	u	0.135	0.0			96	273.0
na	TRM1	21.52	26.45	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001922	5.12213e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT97	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	98	pmagpy-4.2.96	A-1-2	u	0.14	0.0			97	273.0
na	TRM1	25.02	26.91	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001776	4.7330400000000005e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT98	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	99	pmagpy-4.2.96	A-1-2	u	0.145	0.0			98	273.0
na	TRM1	22.46	26.26	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001686	4.49319e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT99	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	100	pmagpy-4.2.96	A-1-2	u	0.15	0.0			99	273.0
na	TRM1	23.58	26.38	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001659	4.421235e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT100	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	101	pmagpy-4.2.96	A-1-2	u	0.155	0.0			100	273.0
na	TRM1	29.11	27.14	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001553	4.1387450000000005e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT101	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	102	pmagpy-4.2.96	A-1-2	u	0.16	0.0			101	273.0
na	ARM10	21.5	-57.19	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001571	4.186715e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT102	LT-AF-I:LT-TRM-PAR:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	103	pmagpy-4.2.96	A-1-2	u	0.0	5e-05	21.5	-57.19	102	273.0
na	ARM1	20.35	-57.61	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001533	4.085445e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT104	LT-AF-I:LT-TRM-PAR:LT-LT-Z:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	104	pmagpy-4.2.96	A-1-2	u	0.0	5e-05	21.5	-57.19	104	77.0
na	ARM1	20.37	-57.3	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001454	3.87491e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT105	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	105	pmagpy-4.2.96	A-1-2	u	0.005	0.0			105	273.0
na	ARM1	19.88	-56.35	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001272	3.3898799999999995e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT106	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	106	pmagpy-4.2.96	A-1-2	u	0.01	0.0			106	273.0
na	ARM1	20.09	-54.42	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001035	2.758275e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT107	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	107	pmagpy-4.2.96	A-1-2	u	0.015	0.0			107	273.0
na	ARM1	19.69	-52.09	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0008278	2.206087e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT108	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	108	pmagpy-4.2.96	A-1-2	u	0.02	0.0			108	273.0
na	ARM1	20.52	-49.78	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0006765	1.8028725e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT109	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	109	pmagpy-4.2.96	A-1-2	u	0.025	0.0			109	273.0
na	ARM1	20.47	-46.46	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000558	1.48707e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT110	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	110	pmagpy-4.2.96	A-1-2	u	0.03	0.0			110	273.0
na	ARM1	20.66	-44.05	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004702	1.253083e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT111	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	111	pmagpy-4.2.96	A-1-2	u	0.035	0.0			111	273.0
na	ARM1	20.71	-40.48	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004165	1.1099725e-05	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT112	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	112	pmagpy-4.2.96	A-1-2	u	0.04	0.0			112	273.0
na	ARM1	21.07	-38.68	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003703	9.868495e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT113	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	113	pmagpy-4.2.96	A-1-2	u	0.045	0.0			113	273.0
na	ARM1	22.95	-35.62	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003326	8.86379e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT114	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	114	pmagpy-4.2.96	A-1-2	u	0.05	0.0			114	273.0
na	ARM1	20.89	-32.33	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003068	8.17622e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT115	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	115	pmagpy-4.2.96	A-1-2	u	0.055	0.0			115	273.0
na	ARM1	22.0	-29.1	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002776	7.39804e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT116	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	116	pmagpy-4.2.96	A-1-2	u	0.06	0.0			116	273.0
na	ARM1	18.5	-26.33	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002572	6.85438e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT117	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	117	pmagpy-4.2.96	A-1-2	u	0.065	0.0			117	273.0
na	ARM1	22.4	-23.74	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000239	6.36935e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT118	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	118	pmagpy-4.2.96	A-1-2	u	0.07	0.0			118	273.0
na	ARM1	20.01	-19.26	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002225	5.929625e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT119	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	119	pmagpy-4.2.96	A-1-2	u	0.075	0.0			119	273.0
na	ARM1	19.22	-16.15	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002039	5.433935e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT120	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	120	pmagpy-4.2.96	A-1-2	u	0.08	0.0			120	273.0
na	ARM1	23.84	-9.57	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001915	5.103475e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT121	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	121	pmagpy-4.2.96	A-1-2	u	0.085	0.0			121	273.0
na	ARM1	21.06	-5.76	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001845	4.916925e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT122	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	122	pmagpy-4.2.96	A-1-2	u	0.09	0.0			122	273.0
na	ARM1	22.16	-0.67	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001761	4.693065e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT123	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	123	pmagpy-4.2.96	A-1-2	u	0.095	0.0			123	273.0
na	ARM1	23.6	3.91	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001628	4.33862e-06	273.0	A-1-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT124	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	124	pmagpy-4.2.96	A-1-2	u	0.1	0.0			124	273.0
