tab	measurements
citations	description	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	magn_moment	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
na	NRM	13.94	31.35	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0007418	1.936098e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT14	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	981	pmagpy-4.2.96	B-1-1	u	0.065	0.0			14	273.0
na	NRM	12.99	31.79	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000695	1.81395e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT15	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	982	pmagpy-4.2.96	B-1-1	u	0.07	0.0			15	273.0
na	NRM	10.31	31.93	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0006839	1.784979e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT16	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	983	pmagpy-4.2.96	B-1-1	u	0.075	0.0			16	273.0
na	NRM	14.02	31.11	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0006272	1.636992e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT17	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	984	pmagpy-4.2.96	B-1-1	u	0.08	0.0			17	273.0
na	NRM	13.92	31.15	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005874	1.533114e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT18	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	985	pmagpy-4.2.96	B-1-1	u	0.085	0.0			18	273.0
na	NRM	12.31	30.75	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005632	1.4699520000000002e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT19	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	986	pmagpy-4.2.96	B-1-1	u	0.09	0.0			19	273.0
na	NRM	12.71	31.41	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005284	1.3791240000000002e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT20	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	987	pmagpy-4.2.96	B-1-1	u	0.095	0.0			20	273.0
na	NRM	13.19	30.49	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000508	1.32588e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT21	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	988	pmagpy-4.2.96	B-1-1	u	0.1	0.0			21	273.0
na	NRM	13.07	31.65	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000469	1.2240900000000002e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT22	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	989	pmagpy-4.2.96	B-1-1	u	0.105	0.0			22	273.0
na	NRM	13.38	29.17	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004513	1.1778930000000002e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT23	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	990	pmagpy-4.2.96	B-1-1	u	0.11	0.0			23	273.0
na	NRM	12.88	30.81	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004226	1.102986e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT24	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	991	pmagpy-4.2.96	B-1-1	u	0.115	0.0			24	273.0
na	NRM	13.96	30.22	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004	1.0440000000000002e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT25	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	992	pmagpy-4.2.96	B-1-1	u	0.12	0.0			25	273.0
na	NRM	12.33	30.79	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003772	9.84492e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT26	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	993	pmagpy-4.2.96	B-1-1	u	0.125	0.0			26	273.0
na	NRM	10.03	32.32	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003543	9.24723e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT27	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	994	pmagpy-4.2.96	B-1-1	u	0.13	0.0			27	273.0
na	NRM	13.06	31.54	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003356	8.759160000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT28	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	995	pmagpy-4.2.96	B-1-1	u	0.135	0.0			28	273.0
na	NRM	14.28	30.22	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003231	8.432910000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT29	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	996	pmagpy-4.2.96	B-1-1	u	0.14	0.0			29	273.0
na	NRM	14.66	29.57	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003053	7.96833e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT30	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	997	pmagpy-4.2.96	B-1-1	u	0.145	0.0			30	273.0
na	NRM	12.86	32.66	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003047	7.95267e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT31	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	998	pmagpy-4.2.96	B-1-1	u	0.15	0.0			31	273.0
na	NRM	14.64	31.28	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.00029	7.569000000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT32	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	999	pmagpy-4.2.96	B-1-1	u	0.155	0.0			32	273.0
na	NRM	13.55	28.19	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002697	7.039170000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT33	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1000	pmagpy-4.2.96	B-1-1	u	0.16	0.0			33	273.0
na	ARM00	102.87	79.73	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002419	6.31359e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT34	LT-AF-I:LT-NRM-PAR:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1001	pmagpy-4.2.96	B-1-1	u	0.0	5e-05	102.87	79.73	34	273.0
na	ARM0	104.02	83.19	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001963	5.12343e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT35	LT-AF-I:LT-NRM-PAR:LT-LT-Z:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1002	pmagpy-4.2.96	B-1-1	u	0.0	5e-05	102.87	79.73	35	77.0
na	ARM0	99.88	82.94	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001836	4.79196e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT36	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1003	pmagpy-4.2.96	B-1-1	u	0.005	0.0			36	273.0
na	ARM0	88.0	82.84	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001543	4.02723e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT37	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1004	pmagpy-4.2.96	B-1-1	u	0.01	0.0			37	273.0
na	ARM0	75.51	82.2	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001254	3.27294e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT38	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1005	pmagpy-4.2.96	B-1-1	u	0.015	0.0			38	273.0
na	ARM0	62.4	81.22	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001051	2.74311e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT39	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1006	pmagpy-4.2.96	B-1-1	u	0.02	0.0			39	273.0
na	ARM0	50.25	79.86	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0009065	2.365965e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT40	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1007	pmagpy-4.2.96	B-1-1	u	0.025	0.0			40	273.0
na	ARM0	43.87	78.06	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0008077	2.108097e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT41	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1008	pmagpy-4.2.96	B-1-1	u	0.03	0.0			41	273.0
na	ARM0	34.8	76.48	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0007261	1.8951210000000003e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT42	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1009	pmagpy-4.2.96	B-1-1	u	0.035	0.0			42	273.0
na	ARM0	37.97	74.12	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0006785	1.770885e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT43	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1010	pmagpy-4.2.96	B-1-1	u	0.04	0.0			43	273.0
na	ARM0	32.55	71.54	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0006096	1.591056e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT44	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1011	pmagpy-4.2.96	B-1-1	u	0.045	0.0			44	273.0
na	ARM0	33.84	69.31	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005751	1.5010110000000005e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT45	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1012	pmagpy-4.2.96	B-1-1	u	0.05	0.0			45	273.0
na	ARM0	26.48	68.9	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005318	1.387998e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT46	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1013	pmagpy-4.2.96	B-1-1	u	0.055	0.0			46	273.0
na	ARM0	23.35	67.25	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004893	1.2770730000000002e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT47	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1014	pmagpy-4.2.96	B-1-1	u	0.06	0.0			47	273.0
na	ARM0	21.54	65.27	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004594	1.199034e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT48	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1015	pmagpy-4.2.96	B-1-1	u	0.065	0.0			48	273.0
na	ARM0	19.67	62.56	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004337	1.1319570000000002e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT49	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1016	pmagpy-4.2.96	B-1-1	u	0.07	0.0			49	273.0
na	ARM0	20.1	60.73	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004057	1.058877e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT50	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1017	pmagpy-4.2.96	B-1-1	u	0.075	0.0			50	273.0
na	ARM0	19.56	57.26	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003751	9.79011e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT51	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1018	pmagpy-4.2.96	B-1-1	u	0.08	0.0			51	273.0
na	ARM0	20.04	51.84	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003627	9.46647e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT52	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1019	pmagpy-4.2.96	B-1-1	u	0.085	0.0			52	273.0
na	ARM0	16.12	53.27	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003487	9.10107e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT53	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1020	pmagpy-4.2.96	B-1-1	u	0.09	0.0			53	273.0
na	ARM0	16.97	48.2	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003253	8.490330000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT54	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1021	pmagpy-4.2.96	B-1-1	u	0.095	0.0			54	273.0
na	ARM0	13.93	46.86	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003151	8.22411e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT55	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1022	pmagpy-4.2.96	B-1-1	u	0.1	0.0			55	273.0
na	ARM0	17.65	44.93	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003004	7.84044e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT56	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1023	pmagpy-4.2.96	B-1-1	u	0.105	0.0			56	273.0
na	ARM0	15.35	42.66	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002885	7.529850000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT57	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1024	pmagpy-4.2.96	B-1-1	u	0.11	0.0			57	273.0
na	ARM0	14.54	41.16	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002839	7.409790000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT58	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1025	pmagpy-4.2.96	B-1-1	u	0.115	0.0			58	273.0
na	ARM0	18.33	38.97	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002742	7.156620000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT59	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1026	pmagpy-4.2.96	B-1-1	u	0.12	0.0			59	273.0
na	ARM0	13.8	36.86	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002805	7.32105e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT60	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1027	pmagpy-4.2.96	B-1-1	u	0.125	0.0			60	273.0
na	ARM0	13.58	35.92	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002631	6.86691e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT61	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1028	pmagpy-4.2.96	B-1-1	u	0.13	0.0			61	273.0
na	ARM0	12.35	34.58	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002841	7.415010000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT62	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1029	pmagpy-4.2.96	B-1-1	u	0.135	0.0			62	273.0
na	ARM0	12.02	35.43	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002651	6.91911e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT63	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1030	pmagpy-4.2.96	B-1-1	u	0.14	0.0			63	273.0
na	ARM0	13.69	32.87	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000268	6.9948e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT64	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1031	pmagpy-4.2.96	B-1-1	u	0.145	0.0			64	273.0
na	ARM0	13.07	34.35	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002599	6.78339e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT65	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1032	pmagpy-4.2.96	B-1-1	u	0.15	0.0			65	273.0
na	ARM0	13.06	34.26	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002634	6.874740000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT66	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1033	pmagpy-4.2.96	B-1-1	u	0.155	0.0			66	273.0
na	ARM0	14.48	33.17	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002503	6.532830000000001e-06	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT67	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1034	pmagpy-4.2.96	B-1-1	u	0.16	0.0			67	273.0
na	TRM10	148.42	74.41	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002551	6.65811e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT68	LT-T-I:LP-TRM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1035	pmagpy-4.2.96	B-1-1	u	0.0	3e-05	148.42	74.41	68	273.0
na	TRM1	144.07	74.43	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002367	6.177870000000001e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT69	LT-LT-Z:LP-TRM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1036	pmagpy-4.2.96	B-1-1	u	0.0	0.0			69	77.0
na	TRM1	144.03	74.45	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002226	5.8098600000000006e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT70	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1037	pmagpy-4.2.96	B-1-1	u	0.005	0.0			70	273.0
na	TRM1	144.33	74.39	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001823	4.75803e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT71	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1038	pmagpy-4.2.96	B-1-1	u	0.01	0.0			71	273.0
na	TRM1	141.94	74.49	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001369	3.57309e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT72	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1039	pmagpy-4.2.96	B-1-1	u	0.015	0.0			72	273.0
na	TRM1	143.03	74.55	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.00107	2.7927e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT73	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1040	pmagpy-4.2.96	B-1-1	u	0.02	0.0			73	273.0
na	TRM1	141.88	75.42	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0008667	2.262087e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT74	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1041	pmagpy-4.2.96	B-1-1	u	0.025	0.0			74	273.0
na	TRM1	139.61	74.79	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0007475	1.950975e-05	273.0	B-1-1:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT75	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	1042	pmagpy-4.2.96	B-1-1	u	0.03	0.0			75	273.0
